매장순위(상품),,,,,,,,,
달빛에구운고등어첨단점,티오더전용,티오더전용,000016,,t-고추장불고기,611,0,0,0
달빛에구운고등어첨단점,티오더전용,티오더전용,000090,,t-고등어조림,280,0,0,0
달빛에구운고등어첨단점,하이오더전용,하이오더전용,000422,,반반양념변경,1,"1,000",0,"1,000"
달빛에구운고등어첨단점,달빛고특선,달빛고특선,000387,,달빛1인       (고/무침),180,"2,700,000",0,"2,700,000"
달빛에구운고등어첨단점,달빛고특선,달빛고특선,000388,,보름2인      (고/삼/불),390,"12,480,000",0,"12,480,000"
달빛에구운고등어첨단점,달빛고특선,달빛고특선,000418,,(점)달빛1인     (고/무침),539,"7,815,500",0,"7,815,500"
달빛에구운고등어첨단점,어린이,어린이,000061,,어린이고등어,90,"900,000",0,"900,000"
달빛에구운고등어첨단점,어린이,어린이,000244,,어린이스테이크,95,"1,045,000",0,"1,045,000"
소계:달빛에구운고등어첨단점,,,,,,"10,284","175,516,000",0,"175,516,000"
달빛에구운고등어(군산미장점),주류,주류,000004,,코카콜라,67,"167,500",0,"167,500"
달빛에구운고등어(군산미장점),주류,주류,000005,,사이다,82,"205,000",0,"205,000"
달빛에구운고등어(군산미장점),주류,주류,000006,,환타,67,"167,500",0,"167,500"
달빛에구운고등어(군산미장점),주류,주류,000043,,참이슬,70,"280,000",0,"280,000"
달빛에구운고등어(군산미장점),주류,주류,000045,,카스,36,"144,000",0,"144,000"
달빛에구운고등어(군산미장점),주류,주류,000046,,테라,5,"20,000",0,"20,000"
달빛에구운고등어(군산미장점),주류,주류,000073,,진로,17,"68,000",0,"68,000"
달빛에구운고등어(군산미장점),주류,주류,000094,,새로,28,"112,000",0,"112,000"
달빛에구운고등어(군산미장점),주류,주류,000096,,청하,6,"30,000",0,"30,000"
달빛에구운고등어(군산미장점),주류,주류,000102,,처음처럼,30,"120,000",0,"120,000"
달빛에구운고등어(군산미장점),주류,주류,000131,,캘리,1,"4,000",0,"4,000"
달빛에구운고등어(군산미장점),주류,주류,000275,,밀키스,33,"82,500",0,"82,500"
달빛에구운고등어(군산미장점),생선구이,생선구이,000017,,고등어1마리,467,"7,238,500",0,"7,238,500"
달빛에구운고등어(군산미장점),생선구이,생선구이,000020,,삼치 1마리,101,"1,666,500",0,"1,666,500"
달빛에구운고등어(군산미장점),생선구이,생선구이,000021,,임연수구이,51,"867,000",0,"867,000"
달빛에구운고등어(군산미장점),생선구이,생선구이,000022,,갈치구이,118,"2,478,000",0,"2,478,000"
달빛에구운고등어(군산미장점),생선구이,생선구이,000039,,보리굴비구이,25,"625,000",0,"625,000"
달빛에구운고등어(군산미장점),생선구이,생선구이,000153,,뽈락구이,58,"986,000",0,"986,000"
달빛에구운고등어(군산미장점),생선구이,생선구이,000240,,고등어 (반),193,"2,412,500",0,"2,412,500"
달빛에구운고등어(군산미장점),생선구이,생선구이,000421,,삼치 (반),110,"1,375,000",0,"1,375,000"
달빛에구운고등어(군산미장점),식사류,식사류,000091,,고추장불고기,100,"1,400,000",0,"1,400,000"
달빛에구운고등어(군산미장점),식사류,식사류,000167,,소뚝불고기,59,"914,500",0,"914,500"
달빛에구운고등어(군산미장점),식사류,식사류,000170,,고등어조림,200,"2,800,000",0,"2,800,000"
달빛에구운고등어(군산미장점),000,000,000271,,리뷰이벤트음료,85,0,0,0
달빛에구운고등어(군산미장점),옵션,옵션,000014,,포장비(조림),6,"6,000",0,"6,000"
달빛에구운고등어(군산미장점),옵션,옵션,000015,,포장비(구이),5,"5,000",0,"5,000"
달빛에구운고등어(군산미장점),옵션,옵션,000024,,공기밥,383,"383,000",0,"383,000"
달빛에구운고등어(군산미장점),옵션,옵션,000070,,포장비,11,"11,000",0,"11,000"
달빛에구운고등어(군산미장점),옵션,옵션,000097,,물,32,0,0,0
달빛에구운고등어(군산미장점),옵션,옵션,000099,,수저,16,0,0,0
달빛에구운고등어(군산미장점),옵션,옵션,000101,,직원호출,243,0,0,0
달빛에구운고등어(군산미장점),옵션,옵션,000155,,아이스홍시,56,"140,000",0,"140,000"
달빛에구운고등어(군산미장점),옵션,옵션,000272,,백미새우장(6미),26,"130,000",0,"130,000"
달빛에구운고등어(군산미장점),옵션,옵션,000297,,포장비,46,"46,000",0,"46,000"
달빛에구운고등어(군산미장점),옵션,옵션,000448,,영수증,3,0,0,0
달빛에구운고등어(군산미장점),모듬,모듬,000105,,모듬구이 2인,307,"11,973,000",0,"11,973,000"
달빛에구운고등어(군산미장점),모듬,모듬,000106,,모듬구이3인,222,"11,766,000",0,"11,766,000"
달빛에구운고등어(군산미장점),모듬,모듬,000152,,모듬구이4인,137,"9,864,000",0,"9,864,000"
달빛에구운고등어(군산미장점),티오더전용,티오더전용,000016,,t-고추장불고기,180,0,0,0
달빛에구운고등어(군산미장점),티오더전용,티오더전용,000090,,t-고등어조림,95,0,0,0
달빛에구운고등어(군산미장점),티오더전용,티오더전용,000175,,t-소뚝불고기,84,"126,000",0,"126,000"
달빛에구운고등어(군산미장점),티오더전용,티오더전용,000328,,t-고등어반마리,4,"16,000",0,"16,000"
달빛에구운고등어(군산미장점),티오더전용,티오더전용,000415,,t-매운양념추가,7,"7,000",0,"7,000"
달빛에구운고등어(군산미장점),티오더전용,티오더전용,000416,,t-반반양념변경,44,"44,000",0,"44,000"
달빛에구운고등어(군산미장점),달빛고특선,달빛고특선,000327,,벌교꼬막비빔밥T,53,"636,000",0,"636,000"
달빛에구운고등어(군산미장점),달빛고특선,달빛고특선,000387,,달빛1인       (고/무침),139,"2,085,000",0,"2,085,000"
달빛에구운고등어(군산미장점),달빛고특선,달빛고특선,000388,,보름2인      (고/삼/불),192,"6,144,000",0,"6,144,000"
달빛에구운고등어(군산미장점),달빛고특선,달빛고특선,000410,,정월1인      (삼/오리),2,"30,000",0,"30,000"
달빛에구운고등어(군산미장점),달빛고특선,달빛고특선,000418,,(점)달빛1인     (고/무침),272,"3,944,000",0,"3,944,000"
달빛에구운고등어(군산미장점),어린이,어린이,000061,,어린이고등어,66,"660,000",0,"660,000"
달빛에구운고등어(군산미장점),어린이,어린이,000244,,어린이스테이크,46,"506,000",0,"506,000"
소계:달빛에구운고등어(군산미장점),,,,,,"4,686","72,685,500",0,"72,685,500"
달빛에구운고등어 상무점,주류,주류,000004,,코카콜라,125,"312,500",0,"312,500"
달빛에구운고등어 상무점,주류,주류,000005,,사이다,81,"202,500",0,"202,500"
달빛에구운고등어 상무점,주류,주류,000006,,환타,68,"170,000",0,"170,000"
달빛에구운고등어 상무점,주류,주류,000043,,참이슬,72,"360,000",0,"360,000"
달빛에구운고등어 상무점,주류,주류,000045,,카스,51,"255,000",0,"255,000"
달빛에구운고등어 상무점,주류,주류,000046,,테라,4,"20,000",0,"20,000"
달빛에구운고등어 상무점,주류,주류,000073,,진로,20,"100,000",0,"100,000"
달빛에구운고등어 상무점,주류,주류,000094,,새로,13,"65,000",0,"65,000"
달빛에구운고등어 상무점,주류,주류,000104,,제로콜라,155,"387,500","10,000","377,500"
달빛에구운고등어 상무점,주류,주류,000115,,잎새주,30,"150,000",0,"150,000"
달빛에구운고등어 상무점,주류,주류,000131,,캘리,7,"35,000",0,"35,000"
달빛에구운고등어 상무점,생선구이,생선구이,000017,,고등어1마리,980,"15,190,000",0,"15,190,000"
달빛에구운고등어 상무점,생선구이,생선구이,000020,,삼치 1마리,114,"1,881,000",0,"1,881,000"
달빛에구운고등어 상무점,생선구이,생선구이,000021,,임연수구이,66,"1,122,000",0,"1,122,000"
달빛에구운고등어 상무점,생선구이,생선구이,000022,,갈치구이,250,"5,250,000",0,"5,250,000"
달빛에구운고등어 상무점,생선구이,생선구이,000039,,보리굴비구이,38,"950,000",0,"950,000"
달빛에구운고등어 상무점,생선구이,생선구이,000153,,뽈락구이,118,"2,006,000",0,"2,006,000"
달빛에구운고등어 상무점,생선구이,생선구이,000240,,고등어 (반),511,"6,387,500",0,"6,387,500"
달빛에구운고등어 상무점,생선구이,생선구이,000421,,삼치 (반),176,"2,200,000",0,"2,200,000"
달빛에구운고등어 상무점,식사류,식사류,000091,,고추장불고기,267,"3,738,000",0,"3,738,000"
달빛에구운고등어 상무점,식사류,식사류,000167,,소뚝불고기,92,"1,426,000",0,"1,426,000"
달빛에구운고등어 상무점,식사류,식사류,000170,,고등어조림,270,"3,780,000",0,"3,780,000"
달빛에구운고등어 상무점,옵션,옵션,000014,,포장비(조림),49,"24,500",0,"24,500"
달빛에구운고등어 상무점,옵션,옵션,000015,,포장비(구이),165,"82,500",0,"82,500"
달빛에구운고등어 상무점,옵션,옵션,000024,,공기밥,495,"495,000","4,000","491,000"
달빛에구운고등어 상무점,옵션,옵션,000049,,배달료,47,"141,000",0,"141,000"
달빛에구운고등어 상무점,옵션,옵션,000051,,배달료,2,"4,000",0,"4,000"
달빛에구운고등어 상무점,옵션,옵션,000070,,포장비,122,"61,000",0,"61,000"
달빛에구운고등어 상무점,옵션,옵션,000097,,물,110,0,0,0
달빛에구운고등어 상무점,옵션,옵션,000099,,수저,13,0,0,0
달빛에구운고등어 상무점,옵션,옵션,000100,,냅킨,3,0,0,0
달빛에구운고등어 상무점,옵션,옵션,000101,,직원호출,127,0,0,0
달빛에구운고등어 상무점,옵션,옵션,000155,,아이스홍시,20,"50,000",0,"50,000"
달빛에구운고등어 상무점,옵션,옵션,000219,,"포장용기(불고기,조림용)",8,"4,000",0,"4,000"
달빛에구운고등어 상무점,옵션,옵션,000230,,생선구이포장 대,9,"9,000",0,"9,000"
달빛에구운고등어 상무점,옵션,옵션,000231,,생선구이포장 소,18,"9,000",0,"9,000"
달빛에구운고등어 상무점,옵션,옵션,000272,,백미새우장(6미),28,"140,000",0,"140,000"
달빛에구운고등어 상무점,옵션,옵션,000445,,계산완료,24,0,0,0
달빛에구운고등어 상무점,모듬,모듬,000105,,모듬구이 2인,659,"25,701,000",0,"25,701,000"
달빛에구운고등어 상무점,모듬,모듬,000106,,모듬구이3인,449,"23,797,000","3,000","23,794,000"
달빛에구운고등어 상무점,모듬,모듬,000152,,모듬구이4인,218,"15,696,000",0,"15,696,000"
달빛에구운고등어 상무점,티오더전용,티오더전용,000016,,t-고추장불고기,395,0,0,0
달빛에구운고등어 상무점,티오더전용,티오더전용,000090,,t-고등어조림,160,0,0,0
달빛에구운고등어 상무점,티오더전용,티오더전용,000175,,t-소뚝불고기,106,"159,000",0,"159,000"
달빛에구운고등어 상무점,티오더전용,티오더전용,000328,,t-고등어반마리,12,"48,000",0,"48,000"
달빛에구운고등어 상무점,티오더전용,티오더전용,000415,,t-매운양념추가,15,"15,000",0,"15,000"
달빛에구운고등어 상무점,티오더전용,티오더전용,000416,,t-반반양념변경,47,"47,000",0,"47,000"
달빛에구운고등어 상무점,하이오더전용,하이오더전용,000422,,반반양념변경,11,"11,000",0,"11,000"
달빛에구운고등어 상무점,달빛고특선,달빛고특선,000327,,벌교꼬막비빔밥T,91,"1,092,000",0,"1,092,000"
달빛에구운고등어 상무점,달빛고특선,달빛고특선,000387,,달빛1인       (고/무침),266,"3,990,000","2,500","3,987,500"
달빛에구운고등어 상무점,달빛고특선,달빛고특선,000388,,보름2인      (고/삼/불),326,"10,432,000",0,"10,432,000"
달빛에구운고등어 상무점,달빛고특선,달빛고특선,000418,,(점)달빛1인     (고/무침),602,"8,729,000",0,"8,729,000"
달빛에구운고등어 상무점,어린이,어린이,000061,,어린이고등어,128,"1,280,000",0,"1,280,000"
달빛에구운고등어 상무점,어린이,어린이,000244,,어린이스테이크,7,"77,000",0,"77,000"
소계:달빛에구운고등어 상무점,,,,,,"8,240","138,082,000","19,500","138,062,500"
달빛에구운고등어분평점,주류,주류,000003,,막걸리,15,"60,000",0,"60,000"
달빛에구운고등어분평점,주류,주류,000004,,코카콜라,116,"290,000",0,"290,000"
달빛에구운고등어분평점,주류,주류,000005,,사이다,54,"135,000",0,"135,000"
달빛에구운고등어분평점,주류,주류,000006,,환타,42,"105,000",0,"105,000"
달빛에구운고등어분평점,주류,주류,000043,,참이슬,94,"470,000",0,"470,000"
달빛에구운고등어분평점,주류,주류,000045,,카스,46,"230,000",0,"230,000"
달빛에구운고등어분평점,주류,주류,000046,,테라,8,"40,000",0,"40,000"
달빛에구운고등어분평점,주류,주류,000073,,진로,49,"245,000",0,"245,000"
달빛에구운고등어분평점,주류,주류,000104,,제로콜라,69,"172,500",0,"172,500"
달빛에구운고등어분평점,주류,주류,000141,,시원소주,26,"130,000",0,"130,000"
달빛에구운고등어분평점,주류,주류,000142,,초정탄산수,21,"52,500",0,"52,500"
달빛에구운고등어분평점,주류,주류,000319,,식혜,13,"32,500",0,"32,500"
달빛에구운고등어분평점,생선구이,생선구이,000017,,고등어1마리,586,"9,083,000","24,000","9,059,000"
달빛에구운고등어분평점,생선구이,생선구이,000020,,삼치 1마리,94,"1,551,000",0,"1,551,000"
달빛에구운고등어분평점,생선구이,생선구이,000021,,임연수구이,194,"3,298,000",0,"3,298,000"
달빛에구운고등어분평점,생선구이,생선구이,000022,,갈치구이,142,"2,982,000",0,"2,982,000"
달빛에구운고등어분평점,생선구이,생선구이,000039,,보리굴비구이,47,"1,175,000",0,"1,175,000"
달빛에구운고등어분평점,생선구이,생선구이,000153,,뽈락구이,151,"2,567,000",0,"2,567,000"
달빛에구운고등어분평점,생선구이,생선구이,000240,,고등어 (반),628,"7,850,000",0,"7,850,000"
달빛에구운고등어분평점,생선구이,생선구이,000421,,삼치 (반),161,"2,012,500",0,"2,012,500"
달빛에구운고등어분평점,식사류,식사류,000091,,고추장불고기,110,"1,540,000",0,"1,540,000"
달빛에구운고등어분평점,식사류,식사류,000167,,소뚝불고기,50,"775,000",0,"775,000"
달빛에구운고등어분평점,식사류,식사류,000170,,고등어조림,365,"5,110,000",0,"5,110,000"
달빛에구운고등어분평점,000,000,000134,,리뷰이벤트새우장2미,45,0,0,0
달빛에구운고등어분평점,000,000,000269,,리뷰이벤트아이스홍시,43,0,0,0
달빛에구운고등어분평점,000,000,000271,,리뷰이벤트음료,54,0,0,0
달빛에구운고등어분평점,옵션,옵션,000014,,포장비(조림),99,"49,500",0,"49,500"
달빛에구운고등어분평점,옵션,옵션,000024,,공기밥,531,"531,000",0,"531,000"
달빛에구운고등어분평점,옵션,옵션,000049,,배달료,2,"6,000",0,"6,000"
달빛에구운고등어분평점,옵션,옵션,000051,,배달료,2,"4,000",600,"3,400"
달빛에구운고등어분평점,옵션,옵션,000070,,포장비,36,"18,000",0,"18,000"
달빛에구운고등어분평점,옵션,옵션,000097,,물,47,0,0,0
달빛에구운고등어분평점,옵션,옵션,000099,,수저,4,0,0,0
달빛에구운고등어분평점,옵션,옵션,000100,,냅킨,6,0,0,0
달빛에구운고등어분평점,옵션,옵션,000101,,직원호출,147,0,0,0
달빛에구운고등어분평점,옵션,옵션,000145,,소주잔,1,0,0,0
달빛에구운고등어분평점,옵션,옵션,000146,,맥주잔,2,0,0,0
달빛에구운고등어분평점,옵션,옵션,000155,,아이스홍시,30,"75,000",0,"75,000"
달빛에구운고등어분평점,옵션,옵션,000202,,1회용봉투,118,0,0,0
달빛에구운고등어분평점,옵션,옵션,000272,,백미새우장(6미),15,"75,000",0,"75,000"
달빛에구운고등어분평점,모듬,모듬,000105,,모듬구이 2인,457,"17,823,000",0,"17,823,000"
달빛에구운고등어분평점,모듬,모듬,000106,,모듬구이3인,388,"20,564,000",0,"20,564,000"
달빛에구운고등어분평점,모듬,모듬,000152,,모듬구이4인,182,"13,104,000",0,"13,104,000"
달빛에구운고등어분평점,티오더전용,티오더전용,000016,,t-고추장불고기,266,0,0,0
달빛에구운고등어분평점,티오더전용,티오더전용,000090,,t-고등어조림,183,0,0,0
달빛에구운고등어분평점,티오더전용,티오더전용,000175,,t-소뚝불고기,121,"181,500",0,"181,500"
달빛에구운고등어분평점,티오더전용,티오더전용,000328,,t-고등어반마리,6,"24,000",0,"24,000"
달빛에구운고등어분평점,티오더전용,티오더전용,000415,,t-매운양념추가,33,"33,000",0,"33,000"
달빛에구운고등어분평점,티오더전용,티오더전용,000416,,t-반반양념변경,49,"49,000",0,"49,000"
달빛에구운고등어분평점,하이오더전용,하이오더전용,000417,,매운양념추가,3,"3,000",0,"3,000"
달빛에구운고등어분평점,달빛고특선,달빛고특선,000327,,벌교꼬막비빔밥T,93,"1,116,000",0,"1,116,000"
달빛에구운고등어분평점,달빛고특선,달빛고특선,000387,,달빛1인       (고/무침),416,"6,240,000",0,"6,240,000"
달빛에구운고등어분평점,달빛고특선,달빛고특선,000388,,보름2인      (고/삼/불),376,"12,032,000",0,"12,032,000"
달빛에구운고등어분평점,달빛고특선,달빛고특선,000418,,(점)달빛1인     (고/무침),803,"11,643,500",0,"11,643,500"
달빛에구운고등어분평점,어린이,어린이,000061,,어린이고등어,61,"549,000",0,"549,000"
달빛에구운고등어분평점,어린이,어린이,000244,,어린이스테이크,42,"378,000",0,"378,000"
소계:달빛에구운고등어분평점,,,,,,"7,742","124,404,500","24,600","124,379,900"
달빛에구운고등어김제점,주류,주류,000003,,막걸리,35,"105,000",0,"105,000"
달빛에구운고등어김제점,주류,주류,000004,,코카콜라,73,"182,500",0,"182,500"
달빛에구운고등어김제점,주류,주류,000005,,사이다,49,"122,500",0,"122,500"
달빛에구운고등어김제점,주류,주류,000006,,환타,25,"62,500",0,"62,500"
달빛에구운고등어김제점,주류,주류,000043,,참이슬,84,"420,000",0,"420,000"
달빛에구운고등어김제점,주류,주류,000045,,카스,39,"195,000",0,"195,000"
달빛에구운고등어김제점,주류,주류,000046,,테라,7,"35,000",0,"35,000"
달빛에구운고등어김제점,주류,주류,000073,,진로,16,"80,000",0,"80,000"
달빛에구운고등어김제점,주류,주류,000094,,새로,26,"130,000",0,"130,000"
달빛에구운고등어김제점,주류,주류,000102,,처음처럼,20,"100,000",0,"100,000"
달빛에구운고등어김제점,주류,주류,000104,,제로콜라,40,"100,000",0,"100,000"
달빛에구운고등어김제점,생선구이,생선구이,000017,,고등어1마리,576,"9,020,800",0,"9,020,800"
달빛에구운고등어김제점,생선구이,생선구이,000020,,삼치 1마리,106,"1,749,000",0,"1,749,000"
달빛에구운고등어김제점,생선구이,생선구이,000021,,임연수구이,49,"833,000",0,"833,000"
달빛에구운고등어김제점,생선구이,생선구이,000022,,갈치구이,136,"2,894,500",0,"2,894,500"
달빛에구운고등어김제점,생선구이,생선구이,000039,,보리굴비구이,25,"625,000",0,"625,000"
달빛에구운고등어김제점,생선구이,생선구이,000153,,뽈락구이,81,"1,377,000",0,"1,377,000"
달빛에구운고등어김제점,생선구이,생선구이,000240,,고등어 (반),209,"2,614,500",0,"2,614,500"
달빛에구운고등어김제점,생선구이,생선구이,000421,,삼치 (반),62,"775,000",0,"775,000"
달빛에구운고등어김제점,식사류,식사류,000091,,고추장불고기,128,"1,792,000",0,"1,792,000"
달빛에구운고등어김제점,식사류,식사류,000167,,소뚝불고기,60,"930,000",0,"930,000"
달빛에구운고등어김제점,식사류,식사류,000170,,고등어조림,155,"2,170,000",0,"2,170,000"
달빛에구운고등어김제점,000,000,000134,,리뷰이벤트새우장2미,10,0,0,0
달빛에구운고등어김제점,000,000,000269,,리뷰이벤트아이스홍시,2,0,0,0
달빛에구운고등어김제점,000,000,000271,,리뷰이벤트음료,19,0,0,0
달빛에구운고등어김제점,판매상품,판매상품,000031,,아몬드,6,"24,000",0,"24,000"
달빛에구운고등어김제점,판매상품,판매상품,000033,,동전꾸이,7,"28,000",0,"28,000"
달빛에구운고등어김제점,옵션,옵션,000024,,공기밥,344,"344,700",0,"344,700"
달빛에구운고등어김제점,옵션,옵션,000049,,배달료,55,"179,200",0,"179,200"
달빛에구운고등어김제점,옵션,옵션,000053,,배달료,54,"234,100",0,"234,100"
달빛에구운고등어김제점,옵션,옵션,000070,,포장비,59,"29,500",0,"29,500"
달빛에구운고등어김제점,옵션,옵션,000118,,직원호출,59,0,0,0
달빛에구운고등어김제점,옵션,옵션,000123,,앞치마,1,0,0,0
달빛에구운고등어김제점,옵션,옵션,000124,,수저,1,0,0,0
달빛에구운고등어김제점,옵션,옵션,000125,,젓가락,2,0,0,0
달빛에구운고등어김제점,옵션,옵션,000155,,아이스홍시,7,"17,500",0,"17,500"
달빛에구운고등어김제점,옵션,옵션,000272,,백미새우장(6미),13,"65,000",0,"65,000"
달빛에구운고등어김제점,모듬,모듬,000105,,모듬구이 2인,215,"8,346,200",0,"8,346,200"
달빛에구운고등어김제점,모듬,모듬,000106,,모듬구이3인,207,"10,971,000",0,"10,971,000"
달빛에구운고등어김제점,모듬,모듬,000152,,모듬구이4인,113,"8,136,000",0,"8,136,000"
달빛에구운고등어김제점,티오더전용,티오더전용,000016,,t-고추장불고기,176,0,0,0
달빛에구운고등어김제점,티오더전용,티오더전용,000090,,t-고등어조림,70,0,0,0
달빛에구운고등어김제점,티오더전용,티오더전용,000175,,t-소뚝불고기,71,"106,500",0,"106,500"
달빛에구운고등어김제점,티오더전용,티오더전용,000328,,t-고등어반마리,12,"48,000",0,"48,000"
달빛에구운고등어김제점,티오더전용,티오더전용,000415,,t-매운양념추가,15,"15,000",0,"15,000"
달빛에구운고등어김제점,티오더전용,티오더전용,000416,,t-반반양념변경,44,"44,000",0,"44,000"
달빛에구운고등어김제점,하이오더전용,하이오더전용,000422,,반반양념변경,22,"22,000",0,"22,000"
달빛에구운고등어김제점,달빛고특선,달빛고특선,000050,,화덕전어구이,2,"30,000",0,"30,000"
달빛에구운고등어김제점,달빛고특선,달빛고특선,000327,,벌교꼬막비빔밥T,104,"1,248,000",0,"1,248,000"
달빛에구운고등어김제점,달빛고특선,달빛고특선,000387,,달빛1인       (고/무침),120,"1,800,000",0,"1,800,000"
달빛에구운고등어김제점,달빛고특선,달빛고특선,000388,,보름2인      (고/삼/불),172,"5,504,000",0,"5,504,000"
달빛에구운고등어김제점,달빛고특선,달빛고특선,000418,,(점)달빛1인     (고/무침),194,"2,813,000",0,"2,813,000"
달빛에구운고등어김제점,어린이,어린이,000061,,어린이고등어,33,"330,000",0,"330,000"
달빛에구운고등어김제점,어린이,어린이,000244,,어린이스테이크,42,"462,000",0,"462,000"
소계:달빛에구운고등어김제점,,,,,,"4,252","67,111,000",0,"67,111,000"
달빛에구운고등어진해점,주류,주류,000003,,막걸리,15,"60,000",0,"60,000"
달빛에구운고등어진해점,주류,주류,000004,,코카콜라,111,"277,500",0,"277,500"
달빛에구운고등어진해점,주류,주류,000005,,사이다,119,"297,500",0,"297,500"
달빛에구운고등어진해점,주류,주류,000006,,환타,89,"222,500",0,"222,500"
달빛에구운고등어진해점,주류,주류,000043,,참이슬,102,"510,000",0,"510,000"
달빛에구운고등어진해점,주류,주류,000045,,카스,71,"355,000",0,"355,000"
달빛에구운고등어진해점,주류,주류,000046,,테라,20,"100,000",0,"100,000"
달빛에구운고등어진해점,주류,주류,000073,,진로,52,"260,000",0,"260,000"
달빛에구운고등어진해점,주류,주류,000189,,좋은데이,41,"205,000",0,"205,000"
달빛에구운고등어진해점,생선구이,생선구이,000017,,고등어1마리,384,"5,952,000",0,"5,952,000"
달빛에구운고등어진해점,생선구이,생선구이,000020,,삼치 1마리,42,"693,000",0,"693,000"
달빛에구운고등어진해점,생선구이,생선구이,000021,,임연수구이,45,"765,000",0,"765,000"
달빛에구운고등어진해점,생선구이,생선구이,000022,,갈치구이,114,"2,394,000",0,"2,394,000"
달빛에구운고등어진해점,생선구이,생선구이,000039,,보리굴비구이,11,"275,000",0,"275,000"
달빛에구운고등어진해점,생선구이,생선구이,000153,,뽈락구이,65,"1,105,000",0,"1,105,000"
달빛에구운고등어진해점,생선구이,생선구이,000240,,고등어 (반),261,"3,262,500",0,"3,262,500"
달빛에구운고등어진해점,생선구이,생선구이,000421,,삼치 (반),74,"925,000",0,"925,000"
달빛에구운고등어진해점,식사류,식사류,000091,,고추장불고기,128,"1,792,000",0,"1,792,000"
달빛에구운고등어진해점,식사류,식사류,000167,,소뚝불고기,69,"1,069,500",0,"1,069,500"
달빛에구운고등어진해점,식사류,식사류,000170,,고등어조림,148,"2,072,000",0,"2,072,000"
달빛에구운고등어진해점,000,000,000271,,리뷰이벤트음료,57,0,0,0
달빛에구운고등어진해점,옵션,옵션,000014,,포장비(조림),17,0,0,0
달빛에구운고등어진해점,옵션,옵션,000015,,포장비(구이),42,0,0,0
달빛에구운고등어진해점,옵션,옵션,000024,,공기밥,459,"459,000",0,"459,000"
달빛에구운고등어진해점,옵션,옵션,000070,,포장비,65,"32,500",0,"32,500"
달빛에구운고등어진해점,옵션,옵션,000118,,직원호출,186,0,0,0
달빛에구운고등어진해점,옵션,옵션,000119,,물컵,5,0,0,0
달빛에구운고등어진해점,옵션,옵션,000121,,냅킨,1,0,0,0
소계:달빛에구운고등어진해점,,,,,,"2,793","23,084,000",0,"23,084,000"
합계,,,,,,"73,762","1,136,914,400","153,600","1,136,760,800"